sourceNodeId,targetNodeId,value,time
12898,14385,522.52,65
7594,18600,165.33,65
16773,17886,19.72,65
4685,18009,357.67,65
19354,4995,132.8,65
11719,3258,361.0,65
701,12381,234.66,65
18121,3411,149.02,65
7024,4150,582.09,65
11592,19637,121.02,65
3852,375,372.95,65
6883,4803,570.16,65
18183,8170,185.38,65
1655,17095,334.83,65
16049,19400,104.62,65
7033,19961,587.46,65
17950,9540,340.44,65
19538,9864,109.23,65
1378,16109,100.48,65
11578,19944,135.85,65
2784,19397,326.72,65
13854,2985,264.98,65
15155,5547,467.6,65
16635,7093,311.07,65
4387,3737,117.33,65
16110,8947,164.75,65
15767,17702,340.02,65
7169,3702,405.7,65
6778,16129,357.29,65
1144,8775,563.55,65
19998,9279,261.79,65
19998,17474,261.79,65
2801,9756,589.5,65
15499,11633,120.08,65
9580,16943,100.3,65
16690,9030,281.61,65
14803,2737,572.33,65
19263,5544,178.36,65
6989,4677,486.79,65
7904,9973,224.28,65
17815,8113,304.47,65
10350,8817,170.69,65
8950,8331,423.52,65
9290,9357,131.66,65
18322,18146,155.05,65
14310,2562,123.9,65
19301,19843,179.33,65
4720,7250,320.45,65
9106,17931,436.45,65
16522,6179,282.36,65
2296,8434,122.83,65
5480,9648,108.41,65
8886,17672,516.55,65
4304,15766,167.96,65
13152,19730,400.66,65
13834,19994,219.69,65
18745,4432,359.16,65
17768,2242,386.22,65
9220,9834,104.5,65
19907,11075,237.33,65
19551,16166,191.94,65
14896,19906,537.92,65
8778,18441,359.6,65
9640,9936,369.32,65
6440,16394,332.82,65
9886,9992,370.55,65
14148,683,135.41,65
9169,19309,524.4,65
19830,7050,360.35,65
5325,8581,102.5,65
5432,9859,147.39,65
18692,19889,277.73,65
14930,6057,597.34,65
15182,15571,503.54,65
9001,9897,592.59,65
9732,2830,243.5,65
14375,12892,102.75,65
5908,7910,370.79,65
14948,1858,515.63,65
1499,4998,135.91,65
11995,2446,257.52,65
13455,9320,151.11,65
18367,6498,198.0,65
1644,14226,314.14,65
8271,2151,172.88,65
17939,9251,263.76,65
3423,2958,101.68,65
3379,13970,159.61,65
9737,2584,363.04,65
12792,5736,366.98,65
9282,3093,189.97,65
9423,7755,187.97,65
8863,17745,493.36,65
1944,757,339.1,65
6477,9736,337.36,65
9121,9512,453.54,65
14478,8231,208.17,65
12245,5361,116.37,65
19285,8259,120.81,65
9981,14171,230.36,65
8972,9191,487.23,65
4400,18700,314.47,65
5450,9738,182.97,65
9086,5542,506.45,65
12833,11556,447.54,65
1462,19513,169.03,65
17985,9943,322.64,65
8694,9818,370.01,65
18892,17873,569.71,65
13719,9958,330.5,65
6718,18935,323.23,65
15273,8950,193.22,65
15013,18243,516.66,65
17297,19798,184.3,65
14563,16993,346.77,65
18160,19648,136.25,65
8843,14603,546.52,65
12282,19961,124.26,65
16798,6918,314.54,65
8700,13554,398.14,65
18850,15425,540.03,65
19034,19969,565.35,65
2570,8586,372.14,65
6777,18841,340.29,65
19389,15655,176.24,65
13472,8581,127.69,65
19765,19982,333.42,65
4414,14931,219.47,65
13396,16784,110.86,65
10847,19581,474.54,65
7553,19826,133.63,65
17838,8707,276.61,65
4502,16153,326.02,65
11210,5492,131.19,65
11001,8680,426.14,65
18869,8068,502.26,65
18683,9349,211.8,65
5867,4554,344.91,65
2423,14857,375.45,65
11526,13319,100.55,65
9511,17615,150.88,65
5634,2225,276.8,65
12121,19420,127.77,65
14820,15620,591.46,65
17699,19017,234.38,65
11096,15161,462.04,65
6058,16980,133.21,65
14002,9449,147.02,65
18549,8659,279.66,65
2636,9962,233.55,65
5359,13574,154.38,65
4881,19949,563.58,65
19245,6917,129.86,65
3802,6053,320.7,65
15625,2243,293.58,65
19401,14218,149.33,65
7283,18634,120.68,65
5968,17656,308.64,65
7102,19782,597.78,65
9004,19629,478.35,65
4015,8149,113.3,65
13258,16534,148.02,65
1190,9727,560.75,65
5527,19543,152.21,65
1934,9405,294.7,65
8651,19973,244.05,65
18361,2563,183.07,65
15017,12643,586.98,65
18420,9473,212.5,65
16406,9528,204.21,65
17457,6404,181.74,65
3392,4474,135.25,65
6383,2360,135.83,65
16386,96,183.5,65
8891,18325,474.77,65
17511,9522,193.86,65
7377,4310,165.05,65
3330,1417,181.86,65
8464,9848,305.08,65
8166,9242,106.0,65
19181,19877,508.39,65
16809,18930,427.14,65
9200,8881,103.58,65
17973,3346,300.42,65
6711,19817,389.35,65
12113,8058,142.69,65
19378,19813,122.36,65
19233,6408,110.66,65
9256,17095,105.79,65
9340,16722,149.97,65
14081,9877,153.02,65
16619,13537,216.39,65
13230,17085,146.58,65
13103,19668,585.46,65
18379,7443,104.65,65
19993,10512,364.57,65
15750,18589,336.82,65
18874,17300,554.41,65
14342,18178,115.91,65
18481,8961,203.27,65
14087,9003,19.36,65
9596,15536,162.8,65
18227,17288,140.77,65
7798,19413,399.64,65
1254,16292,199.99,65
18213,19606,190.72,65
16035,2391,175.22,65
19615,19300,288.85,65
8369,1675,102.63,65
828,7251,415.29,65
17460,6864,177.49,65
15560,3585,127.81,65
17787,5108,290.01,65
18578,18243,283.72,65
3610,9861,213.63,65
16604,16354,205.03,65
18607,19922,204.72,65
7784,4391,288.13,65
6413,9257,376.67,65
16783,19379,369.45,65
17330,12309,167.55,65
6674,1046,369.26,65
17291,19977,189.55,65
18784,18738,292.14,65
4322,9971,101.41,65
16099,17073,171.41,65
2138,18269,156.52,65
3909,19000,203.86,65
14962,6903,546.21,65
2771,7495,362.95,65
7930,11880,357.85,65
12644,5992,270.83,65
10272,16440,109.55,65
17747,7795,392.47,65
19523,17569,138.55,65
6112,9308,131.8,65
14076,8768,168.36,65
18371,2632,152.33,65
6408,3706,357.16,65
17613,11234,338.73,65
18242,19051,142.55,65
19492,9857,152.55,65
14095,9564,133.5,65
13724,19906,270.22,65
19296,6438,167.03,65
18570,9232,211.66,65
19983,3614,320.76,65
6079,16788,147.38,65
16240,3921,199.57,65
13392,7802,149.17,65
3262,9416,173.72,65
3675,8230,268.64,65
5875,16727,225.0,65
16567,12626,345.35,65
2568,3053,267.77,65
3919,550,355.73,65
12895,14786,551.57,65
17777,19637,341.25,65
14842,4903,591.2,65
4459,12393,385.45,65
9980,9835,318.45,65
12509,16308,351.7,65
14586,5189,286.51,65
18918,19336,466.29,65
7325,18564,105.75,65
17798,3523,355.57,65
7777,8620,356.73,65
1674,4567,229.32,65
17125,8976,587.15,65
19524,9188,110.87,65
9590,14574,156.52,65
7395,7767,125.2,65
4462,2762,302.69,65
19158,4865,585.3,65
9985,9071,337.29,65
19516,19362,113.97,65
1420,9963,138.82,65
19991,19732,214.82,65
18646,2371,208.1,65
579,6279,292.48,65
1680,18267,308.11,65
5657,13307,359.88,65
7522,6042,184.89,65
18733,18432,357.3,65
3805,8117,268.33,65
9438,19270,156.25,65
17259,13763,111.0,65
12661,3637,296.92,65
9120,19819,437.91,65
18338,16120,159.91,65
9366,8107,196.33,65
16026,5346,129.53,65
15113,6245,486.77,65
16307,15799,126.36,65
11773,12614,310.91,65
19103,9547,433.17,65
9318,4684,116.97,65
11419,7893,113.72,65
6317,17458,155.5,65
11241,2817,166.13,65
4497,15839,236.83,65
12896,8999,575.85,65
8956,19953,551.96,65
3637,8056,394.33,65
3285,833,113.02,65
19320,4395,125.86,65
9204,9647,168.69,65
7706,9607,236.97,65
2521,16748,318.51,65
14094,14474,105.86,65
19060,5894,430.44,65
17448,9992,161.27,65
8224,7159,176.77,65
4506,9984,378.29,65
16041,4772,198.02,65
8322,4037,124.18,65
18234,17940,111.34,65
18465,1153,386.0,65
19082,9992,509.94,65
494,4039,383.85,65
15266,3698,119.59,65
19980,9747,216.44,65
16054,7814,187.58,65
18180,3440,180.69,65
7081,7331,559.34,65
10231,12827,130.63,65
8177,15076,193.16,65
8029,17783,157.07,65
10679,15673,203.86,65
6805,9732,543.88,65
3139,6115,469.82,65
14527,9506,266.17,65
9526,8975,117.68,65
1637,9974,384.61,65
5805,4889,258.64,65
19671,3682,386.04,65
19369,9954,149.72,65
1255,17049,101.94,65
19731,19917,384.1,65
1970,9764,220.63,65
19992,19990,375.7,65
17348,19425,151.91,65
5899,17702,307.82,65
12104,18947,127.15,65
17526,16404,178.61,65
3960,17901,241.38,65
18841,9973,562.94,65
16197,17393,113.26,65
7416,19732,169.69,65
9639,13160,381.66,65
19606,16941,325.76,65
14522,15588,363.57,65
11048,8982,508.17,65
3635,15767,319.64,65
16957,8853,569.41,65
5237,9230,139.16,65
19493,19940,158.21,65
7986,16731,344.6,65
15964,14036,252.97,65
19592,6628,127.16,65
17861,18228,360.29,65
4560,18141,273.32,65
10296,19304,156.27,65
2236,9787,140.66,65
19141,8619,455.6,65
9984,17508,200.97,65
16773,17886,19.72,65
9992,14903,225.11,65
7931,9363,222.97,65
16209,16551,126.0,65
8512,19948,329.86,65
18329,19473,118.36,65
16190,9912,185.14,65
10386,18152,154.21,65
2069,4051,131.33,65
1407,8845,185.63,65
17698,2471,245.08,65
1262,5049,177.83,65
9978,3925,354.17,65
18159,19377,190.52,65
15187,18321,456.6,65
9824,17499,224.94,65
16369,5734,103.8,65
9281,7530,173.58,65
6642,9930,311.38,65
18235,13332,127.25,65
4353,9448,102.61,65
4817,7268,573.91,65
7561,19389,120.0,65
5608,9299,237.35,65
14031,9944,137.58,65
8266,12859,161.05,65
19697,14625,266.17,65
18842,19473,505.35,65
16163,16466,114.08,65
9139,9589,558.33,65
5366,19048,101.91,65
3240,9794,185.63,65
13767,17572,212.36,65
5874,9977,230.86,65
5698,9981,283.33,65
15787,19718,236.49,65
1372,9113,151.14,65
19994,9998,284.17,65
9734,16360,302.27,65
19028,17250,401.86,65
6646,4418,379.42,65
19979,9762,329.35,65
5434,8495,122.65,65
11916,839,255.52,65
7559,7525,124.73,65
19536,5035,125.27,65
15931,4518,387.48,65
4303,13283,147.64,65
4840,9756,408.11,65
18319,9937,156.16,65
19883,13827,393.29,65
18360,19795,180.75,65
7431,9912,187.02,65
5773,7269,283.1,65
13469,6648,115.16,65
19558,11941,110.16,65
19684,15746,274.67,65
7158,19181,500.92,65
19334,677,110.95,65
15576,18003,187.52,65
7383,4699,168.27,65
6924,17865,454.25,65
16873,6183,420.5,65
10906,18294,584.9,65
19990,19479,276.07,65
19819,19789,267.64,65
7825,15368,325.69,65
18164,2738,197.33,65
18494,15280,364.22,65
18225,4528,126.02,65
4279,14459,192.47,65
2915,9589,528.59,65
6327,18620,116.69,65
9497,9968,118.09,65
18810,5973,401.51,65
19435,5126,141.47,65
7962,16964,219.49,65
11570,11762,197.39,65
1684,18695,241.46,65
19901,17797,257.95,65
15630,3932,353.66,65
7002,19746,541.3,65
15375,6955,171.05,65
8543,3530,204.3,65
8765,19176,257.64,65
5201,18379,157.66,65
15444,11063,113.79,65
17859,12048,226.28,65
2641,19917,224.53,65
5635,7292,366.83,65
9482,14474,100.33,65
5571,9476,114.72,65
8120,17419,127.09,65
7050,3813,461.57,65
252,9407,194.64,65
15960,16822,263.04,65
12445,5768,297.35,65
5551,683,138.47,65
19084,8780,516.73,65
16051,9510,191.49,65
19941,10512,237.63,65
6432,15927,241.71,65
13367,4743,166.67,65
6771,14664,330.52,65
8922,8327,490.04,65
16606,19811,325.6,65
19889,13128,328.39,65
7131,19991,556.71,65
19775,15300,381.39,65
18616,19812,366.45,65
7099,14503,520.69,65
19498,6145,174.33,65
9496,19145,107.48,65
18611,9427,363.51,65
18514,6290,330.67,65
18712,4224,304.01,65
13731,11808,232.57,65
17862,10709,318.85,65
17064,10673,481.17,65
1959,19765,295.17,65
13337,9601,102.23,65
9990,9794,209.22,65
19269,5133,163.44,65
14582,19985,214.21,65
16714,3618,258.79,65
17224,5715,181.82,65
19490,9033,148.69,65
9132,9324,545.84,65
9771,9955,378.05,65
15391,2197,109.33,65
18800,5514,575.25,65
13850,3573,260.82,65
17996,13827,248.47,65
19586,8355,145.46,65
5431,19969,137.1,65
18805,7457,579.3,65
2026,18547,197.89,65
15209,8852,120.48,65
19728,19848,316.1,65
13612,9509,240.3,65
4128,19851,197.36,65
19234,3234,191.14,65
1051,18331,578.34,65
5792,7861,348.85,65
600,19989,224.16,65
6438,9963,275.75,65
1454,9634,182.3,65
1842,19716,247.69,65
8167,11941,112.48,65
4356,9590,150.91,65
17210,1666,175.5,65
6021,5690,171.82,65
16332,12833,196.52,65
14116,428,194.08,65
15010,9313,569.21,65
3082,1007,475.76,65
13694,19952,242.36,65
9999,4763,317.64,65
9999,18591,317.64,65
11381,19944,140.75,65
8857,2220,429.17,65
15912,19313,334.3,65
13149,9439,532.6,65
3717,1017,218.36,65
765,19341,353.08,65
13929,14983,363.73,65
15067,8779,536.46,65
19689,514,229.78,65
16667,7157,267.63,65
2276,15222,156.35,65
1435,4137,147.27,65
6136,2805,189.88,65
17199,19649,454.82,65
19504,7810,148.94,65
14839,16805,527.8,65
19021,4937,423.1,65
19751,10369,256.14,65
14587,9554,344.32,65
15424,19862,155.19,65
4971,2198,461.02,65
2612,17562,239.67,65
15351,19922,131.99,65
9398,9163,100.91,65
11777,12940,389.86,65
4206,15608,102.52,65
12735,9270,212.05,65
5513,9604,188.83,65
5071,18135,528.76,65
19003,18799,442.7,65
8151,15958,105.13,65
2700,18346,295.44,65
4427,16469,332.26,65
8684,16231,204.28,65
9617,3879,263.82,65
8517,17188,290.95,65
10686,9973,212.55,65
19813,2884,232.24,65
19208,19940,144.16,65
7602,7860,251.08,65
14329,17138,123.34,65
19494,12900,177.57,65
12290,8139,153.08,65
4164,9673,113.05,65
11890,7770,234.97,65
10794,9698,309.0,65
18595,9556,305.11,65
8979,4973,573.9,65
13278,16809,109.37,65
15673,9145,222.21,65
4882,11657,551.82,65
17469,4148,194.94,65
16749,7030,234.0,65
4394,2936,186.67,65
3540,9575,177.42,65
17444,12192,161.5,65
4200,8948,122.47,65
6609,7617,219.97,65
15068,2548,585.9,65
18023,18632,177.19,65
10616,18000,361.39,65
3554,10479,124.12,65
18957,9268,478.89,65
14146,9859,188.86,65
19037,19274,565.98,65
6067,8074,139.27,65
16057,3552,127.3,65
2661,17462,376.11,65
9643,7050,380.29,65
16684,10100,284.48,65
8051,7557,140.83,65
665,14424,324.17,65
873,16655,471.26,65
8500,11952,379.22,65
9101,16496,533.9,65
2344,3125,137.55,65
12174,9844,126.02,65
14476,19953,349.01,65
19128,165,545.97,65
9621,14160,336.2,65
18253,9972,126.66,65
18482,10517,350.2,65
7991,9164,213.52,65
19110,19942,545.48,65
6851,5210,470.01,65
7948,16665,256.58,65
4110,9643,121.12,65
10787,14806,303.67,65
369,3409,108.45,65
19776,9864,289.79,65
4184,9764,183.22,65
9994,8780,376.92,65
19635,8896,310.2,66
17979,9937,332.23,66
11940,18263,279.82,66
6913,9912,463.14,66
3643,13942,321.27,66
13724,7784,270.22,66
19526,5124,143.88,66
661,19933,348.39,66
16455,4896,297.17,66
5723,16434,329.82,66
19990,19991,276.07,66
11563,17573,105.05,66
5098,19223,470.47,66
5705,4732,228.89,66
4949,19336,506.95,66
13301,3266,174.71,66
17911,17832,372.2,66
13563,8692,190.11,66
11206,7514,195.75,66
8365,6581,156.89,66
17446,19282,113.95,66
6149,4182,160.97,66
4398,8243,105.12,66
15336,9113,106.58,66
8277,9641,102.33,66
6199,16945,166.63,66
4440,19832,268.83,66
8403,9800,213.75,66
19832,16515,386.45,66
9016,7748,514.63,66
19999,14896,350.41,66
19999,12859,350.41,66
1428,17103,150.67,66
668,9742,339.94,66
15918,4536,347.26,66
14984,9941,517.89,66
14474,2152,388.67,66
6353,795,140.33,66
2355,18107,176.13,66
18057,6995,162.08,66
14864,9812,495.54,66
15960,17657,263.04,66
8195,1879,149.0,66
9782,19478,264.91,66
4467,7303,260.08,66
8193,19594,104.97,66
17849,19987,290.92,66
19437,19753,173.05,66
9120,17327,437.91,66
12346,9947,153.33,66
3919,8630,355.73,66
9621,14097,336.2,66
17667,16930,209.0,66
15865,18496,294.07,66
5373,5349,181.49,66
3876,4683,288.44,66
19499,19977,156.75,66
18341,9651,168.16,66
8340,4129,160.52,66
2844,16596,428.61,66
18664,19849,348.82,66
10901,17954,406.0,66
15511,19953,171.39,66
8848,15700,519.03,66
4098,5542,136.5,66
17822,14505,395.33,66
19992,7192,375.7,66
19864,14666,309.27,66
17686,15396,275.04,66
18465,13826,386.0,66
13917,19953,367.61,66
13363,19189,149.41,66
6852,8888,561.8,66
8693,4486,256.67,66
19350,9034,146.99,66
6202,11968,177.33,66
11361,2791,146.91,66
14020,7731,161.63,66
2384,17932,159.85,66
7501,8183,165.86,66
18885,9908,457.7,66
18553,8391,207.28,66
15880,5755,399.04,66
16311,15569,119.81,66
3196,16719,546.39,66
12060,12681,187.5,66
4458,4143,343.86,66
3514,12051,191.89,66
9670,9653,285.57,66
7976,16884,372.47,66
17177,18042,586.41,66
19376,9412,166.63,66
19575,6757,150.71,66
19893,8016,364.85,66
16434,6936,218.58,66
17364,19954,133.5,66
17041,13347,467.22,66
10765,9814,206.38,66
19291,19949,123.47,66
13503,18817,169.07,66
19209,19976,134.13,66
6514,4280,352.14,66
16725,18281,210.33,66
9992,9274,225.11,66
9540,9124,151.11,66
8433,19976,314.67,66
19763,2312,314.42,66
8850,18328,469.5,66
17662,16176,302.54,66
19344,19714,197.02,66
6619,3272,288.91,66
12772,17557,364.79,66
8617,16056,262.35,66
5437,19979,124.04,66
3002,6030,490.63,66
3805,9989,268.33,66
5950,10200,227.69,66
18692,19718,277.73,66
1121,18801,548.83,66
18311,6769,165.77,66
11249,3031,153.96,66
958,12840,547.98,66
19628,15363,398.77,66
16698,18849,379.88,66
10952,5683,454.19,66
1120,9166,510.98,66
3086,9946,572.8,66
7273,9916,169.16,66
752,1367,342.5,66
19998,16963,261.79,66
19998,3653,261.79,66
789,17327,252.19,66
16615,9664,232.74,66
19838,17162,247.74,66
5579,16695,186.27,66
8027,16436,136.32,66
9991,17494,365.57,66
8939,19695,480.01,66
9996,8237,344.98,66
18738,14770,376.07,66
17275,13811,187.35,66
19453,18756,101.3,66
15293,13939,152.69,66
2318,14780,173.64,66
16740,19731,334.32,66
14109,18800,195.19,66
4733,3123,277.55,66
7460,9444,141.66,66
5175,19677,461.83,66
9025,6026,435.26,66
6941,18663,588.05,66
19981,19991,359.14,66
18223,19920,169.58,66
5647,8221,366.41,66
4918,9608,544.92,66
19772,14535,225.74,66
17567,19961,127.08,66
14941,16327,516.53,66
16915,9942,489.54,66
13590,19991,124.41,66
19215,9859,171.5,66
11428,19593,197.83,66
18247,2096,162.28,66
18896,19859,452.2,66
19015,2091,519.84,66
19586,19941,145.46,66
15909,9299,337.08,66
1795,790,322.33,66
18993,19911,516.59,66
4626,19683,201.92,66
16601,19656,337.35,66
3174,19480,574.03,66
18433,2998,354.25,66
17322,8337,184.02,66
11555,6038,112.54,66
7550,4504,158.75,66
7793,19730,365.58,66
15427,16678,131.33,66
2868,17292,448.58,66
18489,9904,273.16,66
9103,17866,461.39,66
4293,9302,194.28,66
13963,5162,382.92,66
880,18440,408.98,66
8597,9894,290.86,66
10573,9888,307.85,66
8081,1061,140.55,66
18450,11408,292.45,66
15471,8756,126.94,66
9980,7788,318.45,66
8912,19945,426.85,66
14361,5297,142.44,66
7591,14660,176.77,66
18860,17969,593.26,66
7321,11896,164.97,66
3209,13190,188.58,66
14401,13136,279.72,66
1075,6041,450.1,66
13351,7881,115.26,66
8857,4333,429.17,66
2974,19814,500.42,66
2655,12538,320.48,66
12516,19932,317.66,66
18589,8119,364.16,66
18238,4128,196.69,66
7435,18169,193.22,66
9335,16465,136.17,66
3938,4831,301.11,66
8566,3641,377.19,66
343,19995,114.83,66
5169,15703,401.89,66
10212,18588,181.44,66
9998,17070,323.79,66
9998,6833,323.79,66
17288,19014,149.47,66
16080,9993,109.52,66
12220,9941,188.24,66
14070,18022,165.16,66
10844,9122,493.07,66
8596,14092,257.42,66
19944,7698,224.17,66
15022,8240,503.19,66
4737,16702,333.89,66
3326,16337,102.37,66
10922,17603,458.82,66
16078,8771,144.55,66
1175,14412,412.41,66
17152,8964,466.36,66
17305,817,133.08,66
13950,5604,376.35,66
19989,12564,374.64,66
19243,12453,120.41,66
17298,8852,177.25,66
13284,19829,196.21,66
19248,7779,132.16,66
5846,4117,380.04,66
19286,15945,108.98,66
1474,2067,194.69,66
19718,16888,14.55,66
1735,9995,352.32,66
3346,19309,186.99,66
8660,7862,250.77,66
13925,9634,344.6,66
10525,7314,337.04,66
9067,7372,503.08,66
5564,18582,134.1,66
7719,4140,376.75,66
19993,1553,364.57,66
19306,15435,183.83,66
11868,15879,370.79,66
8727,12165,263.01,66
7572,9957,127.59,66
7969,9774,360.54,66
7265,1187,153.07,66
14914,5876,472.1,66
4935,17685,483.89,66
16596,19844,287.63,66
18661,19521,214.66,66
2648,9483,318.92,66
8776,13109,322.08,66
4471,19705,287.26,66
2958,8229,430.83,66
11510,12828,190.96,66
19026,19841,594.66,66
9990,4675,209.22,66
18569,19235,387.3,66
17195,19257,523.46,66
19289,17474,145.91,66
9383,2953,186.89,66
19994,4879,284.17,66
11787,19563,332.77,66
17669,19776,376.52,66
14600,12236,209.55,66
12340,14616,140.05,66
3014,9900,598.36,66
17893,19920,204.38,66
12881,16786,462.89,66
5469,18683,153.8,66
6594,7798,206.61,66
12295,9494,182.77,66
18063,8901,113.06,66
15343,9668,116.18,66
11232,18371,164.61,66
2578,9936,225.5,66
4574,12749,227.08,66
19401,16139,149.33,66
15665,6787,349.1,66
2752,9808,213.83,66
1323,2534,117.69,66
18460,9923,228.8,66
11502,4181,185.35,66
15116,9543,427.11,66
10982,8611,469.79,66
13916,8330,205.91,66
17313,8676,170.83,66
316,4941,167.92,66
8760,3601,249.74,66
6346,5699,132.63,66
10168,2049,167.99,66
5121,18285,557.79,66
4552,7902,333.61,66
11391,17910,156.69,66
6087,7032,109.8,66
7544,12985,156.14,66
10717,17960,209.61,66
5178,5946,512.9,66
7040,19269,459.33,66
19991,9753,214.82,66
13542,16552,147.83,66
16410,13189,308.07,66
741,19755,273.73,66
18573,7523,221.16,66
13110,19922,598.96,66
3780,265,311.45,66
8061,9941,167.64,66
7847,19555,255.5,66
19941,19601,237.63,66
423,9825,334.7,66
3032,5113,512.61,66
2413,9300,201.39,66
13813,9966,221.83,66
4983,8715,429.88,66
18710,19363,239.52,66
17028,16211,523.0,66
16830,11910,515.39,66
2900,3063,439.85,66
4768,12072,339.23,66
818,9164,434.27,66
19288,8137,175.33,66
577,8429,387.42,66
3285,1802,113.02,66
8910,9667,455.79,66
6463,13176,332.82,66
19267,2951,170.83,66
18513,9537,210.02,66
1654,18985,288.64,66
6970,8298,508.76,66
18200,8786,135.97,66
10767,15915,348.64,66
15953,15872,313.04,66
9137,9931,490.01,66
10850,9765,516.05,66
8643,7720,321.07,66
18830,12693,501.05,66
19497,8387,119.08,66
13671,19994,309.33,66
19313,4388,125.83,66
3929,9997,212.94,66
18964,19075,452.58,66
11956,8855,307.11,66
19988,18465,393.04,66
11233,9898,124.05,66
19889,11146,328.39,66
8257,8003,124.87,66
19983,19998,320.76,66
19770,3277,319.16,66
3935,19915,304.86,66
5793,18244,378.45,66
5460,4931,123.77,66
826,7551,595.15,66
14334,9891,134.25,66
18864,4386,471.55,66
11529,9946,133.97,66
3342,9845,115.66,66
19980,9235,216.44,66
16158,13204,114.94,66
1049,9614,546.17,66
6611,19686,364.6,66
1362,10869,133.17,66
5688,5111,289.04,66
10806,4362,594.28,66
18728,2401,200.86,66
16194,9798,157.71,66
14931,19221,416.57,66
16071,16562,139.69,66
1540,19215,104.37,66
11182,490,599.23,66
18107,13909,141.8,66
19285,3020,120.81,66
8822,15844,434.67,66
17164,8514,525.16,66
13731,6307,232.57,66
1253,19851,180.16,66
18320,16610,106.88,66
4937,19513,487.45,66
17944,17589,388.73,66
9036,9930,431.45,66
12010,4499,112.04,66
6425,7853,244.58,66
12981,9885,440.45,66
18179,12705,191.42,66
15252,17302,109.08,66
6946,5304,410.94,66
18975,2308,443.51,66
8725,9799,371.6,66
19140,2214,407.38,66
4531,9973,281.07,66
4532,17030,294.55,66
7168,9892,413.69,66
7411,11659,121.01,66
9672,4868,358.7,66
6442,8651,363.73,66
19700,19936,277.79,66
9259,19725,147.0,66
19984,8238,359.57,66
16965,8297,505.44,66
9669,19564,280.94,66
8243,3178,145.52,66
5319,7251,130.46,66
2930,19429,544.46,66
18811,6293,401.66,66
8003,19206,119.19,66
12604,7267,358.14,66
18747,8488,258.19,66
13656,19803,284.07,66
13413,19862,176.3,66
9983,2921,395.54,66
6756,19914,381.2,66
19995,9493,220.66,66
17727,17204,223.5,66
15066,3476,548.34,66
7573,19608,143.97,66
3820,3140,234.49,66
18941,19880,536.76,66
14516,13008,211.86,66
16004,12232,164.3,66
9273,13679,142.28,66
14283,19157,184.94,66
130,10837,180.07,66
4910,13375,431.26,66
12009,8545,169.08,66
15970,4042,342.42,66
2124,19166,131.55,66
15846,14728,388.88,66
12744,6514,383.45,66
16046,9923,139.58,66
18188,19622,176.32,66
18229,8183,114.11,66
19346,9796,171.91,66
4219,19766,104.37,66
7738,3245,345.45,66
18092,19747,152.74,66
6879,17794,408.36,66
16214,9640,116.66,66
18218,9968,106.47,66
8529,19959,216.02,66
665,9818,324.17,66
18638,15334,376.75,66
6436,19921,278.3,66
14087,7783,121.27,66
7725,16775,201.02,66
6298,3942,148.36,66
7235,8445,171.41,66
5809,13001,330.79,66
8573,9988,277.1,66
19718,16888,14.55,66
11438,8218,147.38,66
8679,18807,220.88,66
5312,9466,157.32,66
19385,6599,137.41,66
16065,8690,131.77,66
16894,19832,475.08,66
19982,19998,330.6,66
18068,5028,165.36,66
19633,18432,352.66,66
17959,2968,244.55,66
16913,9813,486.76,66
6103,2539,156.33,66
1132,7648,450.77,66
11388,17129,161.27,66
12002,15363,115.37,66
5609,17238,320.05,66
12088,15077,194.83,66
1815,6823,327.69,66
5318,3337,129.0,66
9508,12076,107.02,66
19708,19535,215.88,66
16802,4784,545.85,66
9676,9965,247.07,66
3197,815,578.96,66
14354,2772,143.61,66
17457,13962,181.74,66
7405,11971,106.95,66
7267,10711,158.05,66
19005,8418,445.52,66
14073,17554,152.47,66
2554,19574,303.51,66
4438,19623,373.57,66
14768,17170,215.41,66
10928,3874,412.89,66
13036,5305,493.04,66
8424,12570,358.42,66
8554,3411,318.73,66
6724,17482,374.7,66
14782,9046,299.85,66
13402,17494,181.19,66
10794,18082,309.0,66
11352,9857,170.44,66
9984,16486,200.97,66
9982,18510,383.22,66
13145,9365,425.52,66
12416,17880,369.94,66
8836,18096,408.79,66
19502,15042,116.51,66
16764,7680,239.97,66
11830,6335,248.41,66
9987,18756,235.83,66
2540,19852,329.45,66
15285,6403,178.22,66
6705,6098,363.05,66
16943,13441,586.57,66
5572,8570,166.46,66
19249,9641,145.47,66
19718,16888,14.55,66
16820,19824,560.61,66
9272,19270,139.35,66
4698,9986,214.58,66
6228,8313,138.6,66
13514,12757,173.69,66
9731,10647,300.07,66
4894,7753,525.96,66
9310,9648,176.5,66
2423,15148,375.45,66
14546,15398,262.08,66
17626,14497,365.98,66
8411,9989,369.48,66
18156,19509,141.22,66
2699,15620,204.55,66
8768,3832,357.36,66
7915,8553,216.99,66
19849,9735,302.55,66
9047,2060,518.86,66
2049,18283,183.86,66
11305,17962,169.0,66
10453,8114,260.42,66
3684,9752,392.97,66
3660,8470,243.94,66
6469,18376,253.71,66
4655,9995,388.17,66
3275,15544,120.31,66
17797,8976,311.1,66
15045,4448,553.14,66
19287,6155,172.25,66
6694,18755,370.01,66
18152,16131,139.02,66
6714,7532,261.16,66
14489,3240,298.72,66
17111,12339,536.96,66
9014,19978,437.25,66
19609,9953,369.2,66
19272,9480,133.52,66
