nodeid,isFraud,init_balance,fraudStep
9650,0,372.22,-1
9651,0,269.40,-1
9652,0,222.95,-1
9653,0,223.18,-1
9654,0,330.51,-1
9655,0,214.46,-1
9656,0,359.93,-1
9657,0,394.28,-1
9658,0,337.05,-1
9659,0,382.00,-1
9660,0,358.69,-1
9661,0,367.03,-1
9662,1,230.47,131
9663,0,245.83,-1
9664,0,235.07,-1
9665,0,303.30,-1
9666,0,260.72,-1
9667,0,301.60,-1
9668,0,206.32,-1
9669,0,280.94,-1
9670,0,285.58,-1
9671,0,384.74,-1
9672,1,358.71,82
9673,0,245.92,-1
9674,0,269.73,-1
9675,0,384.36,-1
9676,0,247.07,-1
9677,0,298.76,-1
9678,0,266.75,-1
9679,0,311.37,-1
9680,0,256.74,-1
9681,0,257.77,-1
9682,0,204.06,-1
9683,0,217.24,-1
9684,0,253.21,-1
9685,0,376.48,-1
9686,1,257.52,91
9687,0,319.87,-1
9688,0,334.80,-1
9689,0,393.05,-1
9690,0,326.37,-1
9691,0,280.33,-1
9692,0,286.56,-1
9693,0,318.86,-1
9694,1,211.86,142
9695,0,288.82,-1
9696,1,236.67,-1
9697,0,249.91,-1
9698,0,252.55,-1
9699,0,360.75,-1
9700,0,335.74,-1
9701,0,326.17,-1
9702,0,386.73,-1
9703,0,250.57,-1
9704,0,367.39,-1
9705,0,294.34,-1
9706,1,391.21,54
9707,0,332.83,-1
9708,0,323.66,-1
9709,0,352.30,-1
9710,0,267.66,-1
9711,0,375.71,-1
9712,1,372.38,-1
9713,0,357.05,-1
9714,0,340.67,-1
9715,0,203.26,-1
9716,0,203.57,-1
9717,0,366.74,-1
9718,1,245.90,-1
9719,0,323.71,-1
9720,0,229.23,-1
9721,0,235.64,-1
9722,0,297.26,-1
9723,0,268.44,-1
9724,0,321.33,-1
9725,0,271.08,-1
9726,1,294.88,-1
9727,0,260.72,-1
9728,0,345.11,-1
9729,1,206.88,112
9730,0,205.05,-1
9731,0,300.07,-1
9732,0,243.50,-1
9733,0,331.31,-1
9734,0,302.28,-1
9735,0,226.28,-1
9736,0,282.49,-1
9737,0,363.04,-1
9738,1,278.99,-1
9739,0,331.35,-1
9740,0,230.57,-1
9741,0,237.86,-1
9742,0,320.04,-1
9743,0,238.92,-1
9744,0,324.42,-1
9745,1,368.88,124
9746,0,307.21,-1
9747,0,202.90,-1
9748,1,351.94,62
9749,1,254.83,149
9750,1,281.72,-1
9751,0,257.57,-1
9752,0,231.97,-1
9753,0,329.38,-1
9754,1,346.98,118
9755,0,208.53,-1
9756,0,274.85,-1
9757,0,347.58,-1
9758,0,367.48,-1
9759,0,395.05,-1
9760,0,202.43,-1
9761,0,222.34,-1
9762,0,206.86,-1
9763,1,211.61,-1
9764,0,390.38,-1
9765,1,244.62,-1
9766,0,216.75,-1
9767,0,254.00,-1
9768,0,323.88,-1
9769,1,382.37,-1
9770,0,376.77,-1
9771,0,378.06,-1
9772,0,353.43,-1
9773,0,358.14,-1
9774,0,242.51,-1
9775,0,295.36,-1
9776,0,228.34,-1
9777,0,267.03,-1
9778,0,287.33,-1
9779,0,337.24,-1
9780,0,328.43,-1
9781,0,291.17,-1
9782,0,264.91,-1
9783,0,343.19,-1
9784,0,337.85,-1
9785,1,301.86,102
9786,0,202.60,-1
9787,0,380.28,-1
9788,1,317.13,-1
9789,0,237.91,-1
9790,0,276.87,-1
9791,0,225.86,-1
9792,0,207.40,-1
9793,0,354.15,-1
9794,0,281.15,-1
9795,0,292.52,-1
9796,0,336.12,-1
9797,0,282.03,-1
9798,0,288.72,-1
9799,0,277.42,-1
9800,0,281.44,-1
9801,1,344.58,84
9802,0,204.03,-1
9803,0,244.11,-1
9804,0,329.03,-1
9805,0,329.94,-1
9806,0,374.78,-1
9807,0,214.47,-1
9808,0,213.87,-1
9809,0,214.01,-1
9810,1,388.76,-1
9811,0,215.75,-1
9812,0,236.88,-1
9813,0,228.90,-1
9814,0,248.10,-1
9815,0,334.48,-1
9816,0,264.83,-1
9817,0,336.85,-1
9818,0,342.37,-1
9819,0,386.81,-1
9820,1,250.72,-1
9821,0,325.76,-1
9822,0,300.77,-1
9823,0,222.41,-1
9824,0,224.94,-1
9825,0,249.48,-1
9826,0,261.97,-1
9827,0,236.73,-1
9828,0,294.62,-1
9829,0,242.16,-1
9830,0,299.17,-1
9831,0,333.23,-1
9832,0,361.49,-1
9833,0,276.28,-1
9834,0,200.63,-1
9835,0,395.21,-1
9836,0,273.04,-1
9837,0,389.15,-1
9838,0,256.08,-1
9839,0,363.80,-1
9840,0,220.22,-1
9841,0,203.74,-1
9842,0,236.42,-1
9843,0,314.48,-1
9844,0,234.41,-1
9845,0,271.58,-1
9846,0,256.35,-1
9847,0,207.76,-1
9848,0,367.65,-1
9849,1,345.95,-1
9850,0,382.05,-1
9851,0,291.02,-1
9852,0,301.53,-1
9853,0,211.37,-1
9854,0,217.26,-1
9855,0,308.24,-1
9856,0,244.11,-1
9857,0,226.52,-1
9858,0,317.52,-1
9859,0,205.18,-1
9860,0,331.70,-1
9861,0,234.20,-1
9862,0,223.52,-1
9863,0,274.53,-1
9864,1,368.64,-1
9865,1,360.97,141
9866,0,326.69,-1
9867,0,310.45,-1
9868,0,267.13,-1
9869,0,246.64,-1
9870,0,208.29,-1
9871,0,375.07,-1
9872,0,364.88,-1
9873,0,348.26,-1
9874,0,259.58,-1
9875,0,294.54,-1
9876,0,353.06,-1
9877,0,376.22,-1
9878,0,390.92,-1
9879,0,271.98,-1
9880,0,281.92,-1
9881,0,351.70,-1
9882,1,235.10,-1
9883,1,240.55,74
9884,0,243.51,-1
9885,0,382.45,-1
9886,0,370.56,-1
9887,0,363.96,-1
9888,0,219.92,-1
9889,0,377.29,-1
9890,0,390.38,-1
9891,0,204.56,-1
9892,0,399.58,-1
9893,0,239.79,-1
9894,0,250.59,-1
9895,0,262.22,-1
9896,0,294.79,-1
9897,0,347.57,-1
9898,0,256.57,-1
9899,0,363.37,-1
9900,0,277.95,-1
9901,0,202.20,-1
9902,0,353.01,-1
9903,0,298.18,-1
9904,1,353.33,-1
9905,0,208.02,-1
9906,0,279.17,-1
9907,0,315.42,-1
9908,0,383.24,-1
9909,1,300.95,55
9910,1,386.71,124
9911,0,314.45,-1
9912,0,292.53,-1
9913,1,263.35,-1
9914,0,350.91,-1
9915,0,354.49,-1
9916,0,204.12,-1
9917,1,266.32,142
9918,0,262.55,-1
9919,0,245.49,-1
9920,0,309.94,-1
9921,0,267.59,-1
9922,0,231.37,-1
9923,0,350.03,-1
9924,1,230.37,108
9925,1,267.03,-1
9926,0,378.52,-1
9927,0,355.33,-1
9928,0,270.21,-1
9929,0,285.54,-1
9930,0,273.23,-1
9931,1,339.94,83
9932,1,395.83,82
9933,0,354.55,-1
9934,1,200.31,105
9935,0,207.84,-1
9936,0,275.47,-1
9937,1,389.11,-1
9938,0,316.13,-1
9939,1,276.64,78
9940,0,367.54,-1
9941,0,303.01,-1
9942,0,349.34,-1
9943,1,310.09,-1
9944,0,248.18,-1
9945,0,338.11,-1
9946,1,240.73,79
9947,0,223.71,-1
9948,0,322.60,-1
9949,0,202.25,-1
9950,0,292.85,-1
9951,0,252.88,-1
9952,0,279.25,-1
9953,0,281.95,-1
9954,1,285.50,109
9955,1,218.48,74
9956,0,306.01,-1
9957,0,252.91,-1
9958,1,382.55,70
9959,1,218.64,-1
9960,1,369.90,103
9961,0,323.68,-1
9962,1,269.86,122
9963,1,307.43,140
9964,0,308.52,-1
9965,0,312.10,-1
9966,1,376.77,68
9967,0,312.58,-1
9968,0,213.42,-1
9969,1,347.02,-1
9970,0,216.76,-1
9971,0,356.47,-1
9972,1,299.27,-1
9973,1,233.39,100
9974,0,263.05,-1
9975,0,334.92,-1
9976,0,367.32,-1
9977,0,324.70,-1
9978,0,354.17,-1
9979,1,238.14,129
9980,1,318.46,62
9981,1,230.36,-1
9982,1,383.22,148
9983,1,395.55,-1
9984,0,200.98,-1
9985,0,337.29,-1
9986,0,216.28,-1
9987,1,235.83,-1
9988,1,340.28,-1
9989,1,252.35,40
9990,0,209.22,-1
9991,1,365.58,63
9992,1,225.12,64
9993,0,225.92,-1
9994,1,376.92,-1
9995,1,394.35,-1
9996,1,344.98,114
9997,1,260.85,139
9998,0,323.79,-1
9999,1,317.65,71
10000,0,181.34,-1
10001,0,163.03,-1
10002,0,164.90,-1
10003,0,108.45,-1
10004,0,156.34,-1
10005,0,172.09,-1
10006,0,109.73,-1
10007,0,114.70,-1
10008,0,120.16,-1
10009,0,124.54,-1
10010,0,176.88,-1
10011,0,110.62,-1
10012,0,146.14,-1
10013,0,120.62,-1
10014,0,161.17,-1
10015,0,156.03,-1
10016,0,164.71,-1
10017,0,199.71,-1
10018,0,139.59,-1
10019,0,141.88,-1
10020,0,108.91,-1
10021,0,152.75,-1
10022,0,106.59,-1
10023,0,139.07,-1
10024,0,186.99,-1
10025,0,195.58,-1
10026,0,162.50,-1
10027,0,167.59,-1
10028,0,174.92,-1
10029,0,102.30,-1
10030,0,188.49,-1
10031,0,172.54,-1
10032,0,188.41,-1
10033,0,155.34,-1
10034,0,158.34,-1
10035,0,176.91,-1
10036,0,109.33,-1
10037,0,167.44,-1
10038,0,156.40,-1
10039,0,158.02,-1
10040,0,132.94,-1
10041,0,137.58,-1
10042,0,191.78,-1
10043,0,156.76,-1
10044,0,130.16,-1
10045,0,101.80,-1
10046,0,112.41,-1
10047,0,101.78,-1
10048,0,126.56,-1
10049,0,155.29,-1
10050,0,132.07,-1
10051,0,156.53,-1
10052,0,153.88,-1
10053,0,124.01,-1
10054,0,170.97,-1
10055,0,146.69,-1
10056,0,147.03,-1
10057,0,149.20,-1
10058,0,198.80,-1
10059,0,182.24,-1
10060,0,124.53,-1
10061,0,134.19,-1
10062,0,122.48,-1
10063,0,133.24,-1
10064,0,139.92,-1
10065,0,120.06,-1
10066,0,152.29,-1
10067,0,184.57,-1
10068,1,161.63,141
10069,0,158.48,-1
10070,0,140.87,-1
10071,0,102.79,-1
10072,0,100.62,-1
10073,0,153.19,-1
10074,0,166.87,-1
10075,0,165.52,-1
10076,0,156.95,-1
10077,0,144.46,-1
10078,0,182.08,-1
10079,0,185.86,-1
10080,0,177.81,-1
10081,0,102.17,-1
10082,0,157.53,-1
10083,0,175.33,-1
10084,0,129.04,-1
10085,0,125.00,-1
10086,0,155.41,-1
10087,0,180.30,-1
10088,0,151.93,-1
10089,0,143.61,-1
10090,0,188.40,-1
10091,0,183.16,-1
10092,0,173.04,-1
10093,0,169.86,-1
10094,0,165.23,-1
10095,0,161.64,-1
10096,0,119.25,-1
10097,0,110.20,-1
10098,0,123.18,-1
10099,0,196.27,-1
10100,0,115.09,-1
10101,0,177.14,-1
10102,0,124.07,-1
10103,0,142.10,-1
10104,0,155.95,-1
10105,0,141.54,-1
10106,0,190.15,-1
10107,0,195.45,-1
10108,0,141.48,-1
10109,0,147.57,-1
10110,0,158.88,-1
10111,0,143.00,-1
10112,0,197.72,-1
10113,0,163.07,-1
10114,0,161.11,-1
10115,0,117.65,-1
10116,0,108.24,-1
10117,0,104.96,-1
10118,0,126.80,-1
10119,0,119.05,-1
10120,0,129.25,-1
10121,0,159.32,-1
10122,0,169.98,-1
10123,0,192.34,-1
10124,0,170.48,-1
10125,0,163.05,-1
10126,0,129.21,-1
10127,0,185.51,-1
10128,0,182.15,-1
10129,0,176.71,-1
10130,0,173.27,-1
10131,0,173.27,-1
10132,0,179.56,-1
10133,0,156.35,-1
10134,0,126.25,-1
10135,0,128.85,-1
10136,0,195.09,-1
10137,0,116.42,-1
10138,0,146.10,-1
10139,0,103.89,-1
10140,0,155.05,-1
10141,0,148.79,-1
10142,0,127.95,-1
10143,0,103.43,-1
10144,0,130.10,-1
10145,0,155.85,-1
10146,0,177.03,-1
10147,0,102.83,-1
10148,0,111.04,-1
10149,0,145.96,-1
10150,0,180.30,-1
10151,0,179.85,-1
10152,1,171.27,140
10153,0,130.96,-1
10154,0,194.45,-1
10155,0,161.03,-1
10156,0,105.32,-1
10157,0,127.45,-1
10158,0,149.57,-1
10159,0,104.31,-1
10160,0,189.58,-1
10161,0,142.22,-1
10162,0,153.02,-1
10163,0,102.73,-1
10164,0,125.67,-1
10165,0,136.50,-1
10166,0,157.86,-1
10167,0,151.26,-1
10168,0,167.99,-1
10169,0,117.79,-1
10170,0,152.19,-1
10171,0,138.86,-1
10172,0,160.46,-1
10173,0,172.82,-1
10174,0,134.17,-1
10175,0,136.45,-1
10176,0,156.12,-1
10177,1,182.68,75
10178,0,162.54,-1
10179,0,174.35,-1
10180,0,171.93,-1
10181,0,158.29,-1
10182,0,162.92,-1
10183,0,115.14,-1
10184,1,162.47,62
10185,0,172.83,-1
10186,0,106.34,-1
10187,0,100.04,-1
10188,0,171.35,-1
10189,0,184.63,-1
10190,0,102.43,-1
10191,0,156.39,-1
10192,0,170.77,-1
10193,0,188.92,-1
10194,0,138.30,-1
10195,0,139.60,-1
10196,0,158.08,-1
10197,0,166.06,-1
10198,0,102.10,-1
10199,0,146.30,-1
10200,0,130.29,-1
10201,0,101.23,-1
10202,0,177.78,-1
10203,0,139.37,-1
10204,0,157.47,-1
10205,0,171.00,-1
10206,0,102.02,-1
10207,0,112.01,-1
10208,0,187.64,-1
10209,0,139.11,-1
10210,0,100.35,-1
10211,0,198.86,-1
10212,0,181.44,-1
10213,0,133.14,-1
10214,0,108.01,-1
10215,0,155.68,-1
10216,0,126.97,-1
10217,0,107.86,-1
10218,0,156.21,-1
10219,0,102.73,-1
10220,0,178.08,-1
10221,0,156.10,-1
10222,0,123.33,-1
10223,0,144.08,-1
10224,0,105.32,-1
10225,0,104.89,-1
10226,0,126.26,-1
10227,0,137.89,-1
10228,0,140.50,-1
10229,0,163.72,-1
10230,0,178.72,-1
10231,0,130.63,-1
10232,0,122.04,-1
10233,0,146.35,-1
10234,0,148.21,-1
10235,0,166.71,-1
10236,0,139.99,-1
10237,0,109.38,-1
10238,0,174.69,-1
10239,0,106.25,-1
10240,0,172.74,-1
10241,0,105.68,-1
10242,0,183.86,-1
10243,0,122.94,-1
10244,0,110.09,-1
10245,0,178.36,-1
10246,0,114.06,-1
10247,0,125.21,-1
10248,0,189.06,-1
10249,0,186.53,-1
10250,0,136.01,-1
10251,1,101.19,-1
10252,0,123.62,-1
10253,0,143.41,-1
10254,0,146.86,-1
10255,0,166.90,-1
10256,0,144.27,-1
10257,0,138.40,-1
10258,0,112.17,-1
10259,0,159.84,-1
10260,1,178.72,-1
10261,0,132.75,-1
10262,0,140.99,-1
10263,0,175.31,-1
10264,0,182.42,-1
10265,0,175.99,-1
10266,0,117.11,-1
10267,0,134.50,-1
10268,0,197.92,-1
10269,0,198.06,-1
10270,0,185.91,-1
10271,0,167.65,-1
10272,0,109.55,-1
10273,0,140.88,-1
10274,0,166.15,-1
10275,0,180.77,-1
10276,0,163.41,-1
10277,0,178.42,-1
10278,0,102.78,-1
10279,0,123.86,-1
10280,0,181.21,-1
10281,0,109.38,-1
10282,0,157.66,-1
10283,0,184.69,-1
10284,0,146.20,-1
10285,0,159.81,-1
10286,0,196.13,-1
10287,0,190.30,-1
10288,0,101.13,-1
10289,0,112.94,-1
10290,0,165.99,-1
10291,0,128.58,-1
10292,0,106.20,-1
10293,0,127.74,-1
10294,0,196.37,-1
10295,0,181.58,-1
10296,0,156.27,-1
10297,0,189.21,-1
10298,0,158.38,-1
10299,0,108.32,-1
10300,0,141.04,-1
10301,0,149.92,-1
10302,0,136.78,-1
10303,0,172.15,-1
10304,0,127.82,-1
10305,0,110.27,-1
10306,0,116.37,-1
10307,0,130.74,-1
10308,0,157.90,-1
10309,0,169.24,-1
10310,0,100.81,-1
10311,0,155.38,-1
10312,0,180.62,-1
10313,0,152.92,-1
10314,0,142.53,-1
10315,0,195.59,-1
10316,0,192.69,-1
10317,0,193.76,-1
10318,0,161.77,-1
10319,0,111.88,-1
10320,0,144.30,-1
10321,0,192.92,-1
10322,0,173.84,-1
10323,0,154.71,-1
10324,0,186.29,-1
10325,0,130.38,-1
10326,0,163.81,-1
10327,0,170.41,-1
10328,0,172.59,-1
10329,0,160.91,-1
10330,1,140.24,104
10331,0,140.82,-1
10332,0,132.76,-1
10333,0,125.85,-1
10334,0,162.55,-1
10335,0,167.73,-1
10336,0,135.86,-1
10337,0,157.10,-1
10338,0,134.25,-1
10339,0,120.29,-1
10340,0,197.08,-1
10341,0,175.37,-1
10342,0,169.91,-1
10343,0,100.56,-1
10344,0,167.45,-1
10345,0,137.24,-1
10346,0,150.74,-1
10347,0,193.26,-1
10348,0,124.63,-1
10349,0,114.93,-1
10350,0,170.70,-1
10351,0,153.13,-1
10352,0,108.95,-1
10353,0,140.13,-1
10354,0,188.62,-1
10355,0,139.83,-1
10356,0,188.44,-1
10357,0,149.64,-1
10358,0,186.69,-1
10359,0,170.27,-1
10360,0,176.92,-1
10361,0,127.54,-1
10362,0,189.68,-1
10363,0,198.41,-1
10364,0,191.10,-1
10365,0,182.45,-1
10366,0,184.58,-1
10367,0,111.06,-1
10368,0,174.18,-1
10369,0,197.78,-1
10370,0,157.21,-1
10371,0,117.74,-1
10372,0,136.70,-1
10373,0,171.54,-1
10374,0,159.85,-1
10375,0,116.48,-1
10376,0,153.93,-1
10377,0,107.25,-1
10378,0,176.41,-1
10379,0,103.77,-1
10380,0,182.57,-1
10381,0,129.29,-1
10382,0,199.77,-1
10383,0,191.32,-1
10384,0,199.51,-1
10385,0,159.16,-1
10386,0,154.21,-1
10387,0,175.80,-1
10388,0,109.03,-1
10389,0,179.41,-1
10390,0,185.94,-1
10391,0,150.71,-1
10392,0,138.69,-1
10393,0,140.32,-1
10394,0,173.37,-1
10395,0,152.38,-1
10396,0,121.23,-1
10397,0,183.08,-1
10398,0,136.06,-1
10399,0,102.69,-1
10400,0,328.90,-1
10401,0,300.41,-1
10402,0,337.59,-1
10403,0,304.80,-1
10404,0,324.71,-1
10405,0,276.91,-1
10406,0,207.25,-1
10407,0,246.94,-1
10408,0,258.25,-1
10409,0,304.29,-1
10410,0,292.35,-1
10411,0,282.75,-1
10412,0,222.67,-1
10413,0,282.13,-1
10414,0,258.35,-1
10415,1,367.60,-1
10416,0,356.35,-1
10417,0,201.19,-1
10418,0,361.01,-1
10419,0,356.39,-1
10420,0,280.92,-1
10421,0,307.35,-1
10422,0,328.33,-1
10423,0,213.03,-1
10424,0,357.63,-1
10425,0,380.63,-1
10426,0,375.26,-1
10427,0,202.08,-1
10428,0,290.52,-1
10429,0,246.82,-1
10430,0,362.46,-1
10431,1,202.10,110
10432,0,233.37,-1
10433,0,306.14,-1
10434,0,350.11,-1
10435,0,321.00,-1
10436,0,248.43,-1
10437,0,241.88,-1
10438,0,258.72,-1
10439,0,330.54,-1
10440,0,294.30,-1
10441,0,394.66,-1
10442,0,238.31,-1
10443,0,301.20,-1
10444,0,310.50,-1
10445,0,346.98,-1
10446,0,399.63,-1
10447,0,370.36,-1
10448,0,291.57,-1
10449,0,273.03,-1
10450,0,262.28,-1
10451,0,334.79,-1
10452,0,218.09,-1
10453,1,260.43,129
10454,0,375.51,-1
10455,0,252.43,-1
10456,0,280.01,-1
10457,0,296.62,-1
10458,0,361.19,-1
10459,0,320.53,-1
10460,0,284.57,-1
10461,0,273.26,-1
10462,0,313.66,-1
10463,0,214.34,-1
10464,0,354.48,-1
10465,0,360.38,-1
10466,0,321.97,-1
10467,0,224.25,-1
10468,0,252.20,-1
10469,0,344.37,-1
10470,0,254.99,-1
10471,0,383.76,-1
10472,1,332.43,53
10473,0,376.27,-1
10474,0,220.16,-1
10475,0,213.76,-1
10476,0,289.90,-1
10477,0,355.15,-1
10478,0,240.47,-1
10479,0,293.65,-1
10480,0,269.43,-1
10481,0,356.02,-1
10482,0,297.38,-1
10483,0,386.00,-1
10484,0,354.49,-1
10485,0,204.66,-1
10486,0,255.50,-1
10487,0,342.26,-1
10488,0,379.96,-1
10489,0,207.79,-1
10490,0,303.13,-1
10491,0,278.37,-1
10492,0,203.78,-1
10493,0,267.08,-1
10494,0,269.94,-1
10495,0,277.78,-1
10496,0,356.92,-1
10497,0,254.67,-1
10498,0,379.13,-1
10499,0,399.30,-1
10500,0,298.30,-1
10501,0,358.14,-1
10502,0,315.40,-1
10503,0,236.58,-1
10504,0,323.30,-1
10505,0,200.90,-1
10506,0,378.78,-1
10507,0,250.98,-1
10508,0,233.77,-1
10509,0,399.54,-1
10510,0,354.66,-1
10511,0,314.07,-1
10512,0,391.66,-1
10513,0,373.43,-1
10514,0,355.00,-1
10515,0,233.51,-1
10516,0,359.26,-1
10517,0,222.98,-1
10518,0,257.64,-1
10519,0,253.87,-1
10520,0,372.70,-1
10521,0,345.26,-1
10522,0,241.79,-1
10523,0,226.07,-1
10524,0,315.46,-1
10525,0,337.05,-1
10526,0,243.96,-1
10527,0,387.73,-1
10528,0,252.69,-1
10529,0,366.42,-1
10530,0,289.36,-1
10531,0,263.21,-1
10532,0,371.40,-1
10533,0,394.49,-1
10534,0,295.86,-1
10535,0,309.94,-1
10536,0,261.52,-1
10537,0,323.56,-1
10538,0,250.26,-1
10539,0,333.02,-1
10540,0,382.07,-1
10541,0,306.88,-1
10542,0,379.92,-1
10543,0,357.54,-1
10544,0,212.39,-1
10545,0,375.50,-1
10546,0,348.17,-1
10547,0,292.93,-1
10548,1,295.84,-1
10549,0,356.09,-1
10550,0,268.64,-1
10551,0,257.91,-1
10552,0,315.04,-1
10553,0,203.21,-1
10554,0,283.41,-1
10555,0,209.51,-1
10556,0,227.24,-1
10557,0,357.02,-1
10558,0,324.79,-1
10559,0,240.78,-1
10560,0,373.17,-1
10561,0,308.87,-1
10562,0,250.82,-1
10563,0,296.49,-1
10564,0,269.80,-1
10565,0,323.85,-1
10566,0,399.54,-1
10567,0,331.79,-1
10568,0,282.97,-1
10569,0,311.80,-1
10570,0,309.54,-1
10571,0,336.83,-1
10572,0,339.76,-1
10573,0,307.86,-1
10574,0,293.78,-1
10575,0,315.45,-1
10576,0,251.51,-1
10577,0,281.79,-1
10578,0,223.65,-1
10579,0,287.40,-1
10580,0,329.46,-1
10581,0,292.02,-1
10582,0,308.01,-1
10583,0,372.33,-1
10584,0,316.06,-1
10585,0,203.68,-1
10586,0,357.11,-1
10587,0,260.72,-1
10588,0,276.98,-1
10589,0,393.39,-1
10590,0,368.98,-1
10591,0,262.45,-1
10592,0,246.50,-1
10593,0,279.96,-1
10594,0,243.12,-1
10595,0,350.61,-1
10596,0,213.73,-1
10597,0,200.15,-1
10598,0,287.72,-1
10599,0,200.60,-1
10600,0,328.74,-1
10601,0,340.26,-1
10602,0,211.37,-1
10603,0,385.35,-1
10604,0,254.60,-1
10605,0,398.14,-1
10606,0,379.14,-1
10607,0,287.82,-1
10608,0,276.13,-1
10609,0,308.69,-1
10610,0,327.97,-1
10611,0,223.29,-1
10612,0,202.89,-1
10613,1,391.96,58
10614,0,283.25,-1
10615,0,242.09,-1
10616,0,361.39,-1
10617,0,271.94,-1
10618,0,357.21,-1
10619,1,385.19,-1
10620,0,313.76,-1
10621,0,302.37,-1
10622,0,346.62,-1
10623,0,209.80,-1
10624,0,378.22,-1
10625,0,244.56,-1
10626,0,242.03,-1
10627,0,264.35,-1
10628,0,312.98,-1
10629,0,296.61,-1
10630,0,364.63,-1
10631,0,342.11,-1
10632,0,298.21,-1
10633,0,250.07,-1
10634,0,379.44,-1
10635,0,260.40,-1
10636,0,314.58,-1
10637,0,339.32,-1
10638,1,306.40,-1
10639,0,348.91,-1
10640,0,218.54,-1
10641,0,227.22,-1
10642,0,250.58,-1
10643,0,346.23,-1
10644,0,294.43,-1
10645,0,217.62,-1
10646,0,236.03,-1
10647,0,366.68,-1
10648,0,370.95,-1
10649,0,266.18,-1
10650,0,243.36,-1
10651,1,310.43,-1
10652,0,251.25,-1
10653,0,276.37,-1
10654,0,304.44,-1
10655,0,347.35,-1
10656,0,386.05,-1
10657,0,293.49,-1
10658,0,393.79,-1
10659,0,206.72,-1
10660,0,333.19,-1
10661,0,264.69,-1
10662,0,228.25,-1
10663,0,306.82,-1
10664,0,291.13,-1
10665,0,240.38,-1
10666,0,338.67,-1
10667,0,204.42,-1
10668,0,231.77,-1
10669,0,397.55,-1
10670,0,222.62,-1
10671,0,310.31,-1
10672,0,275.47,-1
10673,0,356.76,-1
10674,0,206.93,-1
10675,0,244.66,-1
10676,0,212.33,-1
10677,0,251.52,-1
10678,0,296.94,-1
10679,0,203.86,-1
10680,0,302.63,-1
10681,0,221.97,-1
10682,0,324.71,-1
10683,0,317.25,-1
10684,0,231.26,-1
10685,0,246.92,-1
10686,0,212.55,-1
10687,0,393.31,-1
10688,0,386.62,-1
10689,0,208.72,-1
10690,0,330.25,-1
10691,0,284.58,-1
10692,0,326.32,-1
10693,0,369.86,-1
10694,0,237.57,-1
10695,0,345.32,-1
10696,0,395.32,-1
10697,0,305.73,-1
10698,0,331.56,-1
10699,0,299.81,-1
10700,0,390.16,-1
10701,0,299.34,-1
10702,0,305.23,-1
10703,0,311.86,-1
10704,0,283.71,-1
10705,0,239.37,-1
10706,0,257.96,-1
10707,0,353.84,-1
10708,0,215.79,-1
10709,0,277.71,-1
10710,0,203.72,-1
10711,0,390.10,-1
10712,0,210.21,-1
10713,0,203.30,-1
10714,0,370.64,-1
10715,0,325.12,-1
10716,0,259.18,-1
10717,0,209.61,-1
10718,0,244.55,-1
10719,0,344.81,-1
10720,0,359.99,-1
10721,0,338.01,-1
10722,0,211.58,-1
10723,0,360.36,-1
10724,0,365.00,-1
10725,0,260.95,-1
10726,0,249.56,-1
10727,0,346.28,-1
10728,0,270.76,-1
10729,0,378.74,-1
10730,0,323.76,-1
10731,0,295.62,-1
10732,0,328.08,-1
10733,0,313.28,-1
10734,0,367.96,-1
10735,0,291.36,-1
10736,0,387.46,-1
10737,0,252.02,-1
10738,0,219.65,-1
10739,0,388.63,-1
10740,0,270.28,-1
10741,0,303.83,-1
10742,0,258.25,-1
10743,0,274.98,-1
10744,0,322.21,-1
10745,0,312.17,-1
10746,0,305.38,-1
10747,0,314.38,-1
10748,0,325.72,-1
10749,0,217.85,-1
10750,0,367.63,-1
10751,0,244.22,-1
10752,0,299.54,-1
10753,0,283.87,-1
10754,0,241.16,-1
10755,0,392.73,-1
10756,0,255.27,-1
10757,0,208.94,-1
10758,0,224.08,-1
10759,0,271.74,-1
10760,0,233.31,-1
10761,0,302.91,-1
10762,0,394.97,-1
10763,0,265.37,-1
10764,0,398.10,-1
10765,0,206.39,-1
10766,0,304.49,-1
10767,0,348.64,-1
10768,0,386.46,-1
10769,0,334.05,-1
10770,0,378.21,-1
10771,0,222.54,-1
10772,0,293.05,-1
10773,0,347.27,-1
10774,0,307.73,-1
10775,0,265.38,-1
10776,0,372.13,-1
10777,0,319.24,-1
10778,0,206.94,-1
10779,0,291.73,-1
10780,0,356.97,-1
10781,0,283.78,-1
10782,0,233.14,-1
10783,0,296.93,-1
10784,0,310.45,-1
10785,0,248.00,-1
10786,0,326.46,-1
10787,0,303.68,-1
10788,0,390.66,-1
10789,0,274.57,-1
10790,0,370.63,-1
10791,0,376.93,-1
10792,0,357.52,-1
10793,0,340.58,-1
10794,0,309.00,-1
10795,0,213.48,-1
10796,0,307.44,-1
10797,0,227.45,-1
10798,0,273.25,-1
10799,0,246.97,-1
10800,0,499.05,-1
10801,0,427.73,-1
10802,0,571.32,-1
10803,0,416.76,-1
10804,0,571.76,-1
10805,0,418.58,-1
10806,0,594.28,-1
10807,0,507.73,-1
10808,0,403.08,-1
10809,0,415.02,-1
10810,0,599.50,-1
10811,0,411.37,-1
10812,0,527.69,-1
10813,0,407.31,-1
10814,0,597.06,-1
10815,0,562.21,-1
10816,0,482.52,-1
10817,0,508.08,-1
10818,0,453.40,-1
